Timestamp;DateTime;Pirog17-cr1_ae3.445(AS49869 Piter-IX MSK)_tx;Pirog17-cr1_ae3.445(AS49869 Piter-IX MSK)_rx;Aggregated_tx;Aggregated_rx
1638209580;2021-11-29 21:13;276307568;738880040;276307568;738880040
1638209640;2021-11-29 21:14;261495360;719109280;261495360;719109280
1638209700;2021-11-29 21:15;248653720;739140560;248653720;739140560
1638209760;2021-11-29 21:16;275887992;880703752;275887992;880703752
1638209820;2021-11-29 21:17;244955216;716895232;244955216;716895232
1638209880;2021-11-29 21:18;262148240;741869856;262148240;741869856
1638209940;2021-11-29 21:19;274246688;760881048;274246688;760881048
1638210000;2021-11-29 21:20;250706808;645532280;250706808;645532280
1638210060;2021-11-29 21:21;337990904;826678704;337990904;826678704
1638210120;2021-11-29 21:22;283336104;835225232;283336104;835225232
1638210180;2021-11-29 21:23;278149080;741299480;278149080;741299480
1638210240;2021-11-29 21:24;251415064;694064216;251415064;694064216
1638210300;2021-11-29 21:25;243787432;670353944;243787432;670353944
1638210360;2021-11-29 21:26;254815448;713566240;254815448;713566240
1638210420;2021-11-29 21:27;236481104;728950656;236481104;728950656
1638210480;2021-11-29 21:28;223640832;914778344;223640832;914778344
1638210540;2021-11-29 21:29;278297024;844398672;278297024;844398672
1638210600;2021-11-29 21:30;324471520;705972944;324471520;705972944
1638210660;2021-11-29 21:31;250286048;751087992;250286048;751087992
1638210720;2021-11-29 21:32;238523256;770529320;238523256;770529320
1638210780;2021-11-29 21:33;240293384;747386304;240293384;747386304
1638210840;2021-11-29 21:34;260341136;838179200;260341136;838179200
1638210900;2021-11-29 21:35;231267248;769696536;231267248;769696536
1638210960;2021-11-29 21:36;288138360;939603352;288138360;939603352
1638211020;2021-11-29 21:37;225208824;813742936;225208824;813742936
1638211080;2021-11-29 21:38;239095736;1096453104;239095736;1096453104
1638211140;2021-11-29 21:39;302642408;798347736;302642408;798347736
1638211200;2021-11-29 21:40;219711904;761252464;219711904;761252464
1638211260;2021-11-29 21:41;241682112;850944008;241682112;850944008
1638211320;2021-11-29 21:42;235763160;783699448;235763160;783699448
1638211380;2021-11-29 21:43;286357160;775536888;286357160;775536888
1638211440;2021-11-29 21:44;247352832;763895432;247352832;763895432
1638211500;2021-11-29 21:45;273389136;685217888;273389136;685217888
1638211560;2021-11-29 21:46;295666520;731859320;295666520;731859320
1638211620;2021-11-29 21:47;285335280;811786944;285335280;811786944
1638211680;2021-11-29 21:48;283834392;758479392;283834392;758479392
1638211740;2021-11-29 21:49;272490368;771698344;272490368;771698344
1638211800;2021-11-29 21:50;254188200;772349912;254188200;772349912
1638211860;2021-11-29 21:51;276495872;800111256;276495872;800111256
1638211920;2021-11-29 21:52;271029520;763171824;271029520;763171824
1638211980;2021-11-29 21:53;253671616;757654536;253671616;757654536
1638212040;2021-11-29 21:54;267782568;771835832;267782568;771835832
1638212100;2021-11-29 21:55;230041800;773617952;230041800;773617952
1638212160;2021-11-29 21:56;252012616;790407992;252012616;790407992
1638212220;2021-11-29 21:57;264353832;735785072;264353832;735785072
1638212280;2021-11-29 21:58;254669632;742933824;254669632;742933824
1638212340;2021-11-29 21:59;238427656;776622080;238427656;776622080
1638212400;2021-11-29 22:00;245142272;799989888;245142272;799989888
1638212460;2021-11-29 22:01;247944736;771175744;247944736;771175744
1638212520;2021-11-29 22:02;251873296;806692176;251873296;806692176
1638212580;2021-11-29 22:03;232829208;824064120;232829208;824064120
1638212640;2021-11-29 22:04;258612056;823869336;258612056;823869336
1638212700;2021-11-29 22:05;247651560;717081488;247651560;717081488
1638212760;2021-11-29 22:06;282706640;820902216;282706640;820902216
1638212820;2021-11-29 22:07;260285592;799077592;260285592;799077592
1638212880;2021-11-29 22:08;217444368;883337536;217444368;883337536
1638212940;2021-11-29 22:09;209571712;814880616;209571712;814880616
1638213000;2021-11-29 22:10;240300760;722089112;240300760;722089112
1638213060;2021-11-29 22:11;248349240;792444456;248349240;792444456
1638213120;2021-11-29 22:12;239762752;826944672;239762752;826944672
1638213180;2021-11-29 22:13;249508176;810555504;249508176;810555504
1638213240;2021-11-29 22:14;290409112;1026877928;290409112;1026877928
1638213300;2021-11-29 22:15;277166984;766270936;277166984;766270936
1638213360;2021-11-29 22:16;261410344;794284568;261410344;794284568
1638213420;2021-11-29 22:17;229320824;735648280;229320824;735648280
1638213480;2021-11-29 22:18;260761072;768171704;260761072;768171704
1638213540;2021-11-29 22:19;226280872;717252368;226280872;717252368
1638213600;2021-11-29 22:20;211697816;683040536;211697816;683040536
1638213660;2021-11-29 22:21;278453032;799572664;278453032;799572664
1638213720;2021-11-29 22:22;239298704;751088832;239298704;751088832
1638213780;2021-11-29 22:23;246469504;750340712;246469504;750340712
1638213840;2021-11-29 22:24;233153680;666811376;233153680;666811376
1638213900;2021-11-29 22:25;294849904;679087944;294849904;679087944
1638213960;2021-11-29 22:26;369677800;866017360;369677800;866017360
1638214020;2021-11-29 22:27;253277792;731059096;253277792;731059096
1638214080;2021-11-29 22:28;214041272;711827600;214041272;711827600
1638214140;2021-11-29 22:29;227780096;733625784;227780096;733625784
1638214200;2021-11-29 22:30;208140912;791159216;208140912;791159216
1638214260;2021-11-29 22:31;213079216;742887848;213079216;742887848
1638214320;2021-11-29 22:32;206534960;743221688;206534960;743221688
1638214380;2021-11-29 22:33;225323416;806323256;225323416;806323256
1638214440;2021-11-29 22:34;209257328;746324088;209257328;746324088
1638214500;2021-11-29 22:35;232671080;725787624;232671080;725787624
1638214560;2021-11-29 22:36;222773160;797378760;222773160;797378760
1638214620;2021-11-29 22:37;222453032;745689272;222453032;745689272
1638214680;2021-11-29 22:38;230711304;820570736;230711304;820570736
1638214740;2021-11-29 22:39;206066872;799685488;206066872;799685488
1638214800;2021-11-29 22:40;201568624;751711856;201568624;751711856
1638214860;2021-11-29 22:41;206730472;782717936;206730472;782717936
1638214920;2021-11-29 22:42;221028816;778231088;221028816;778231088
1638214980;2021-11-29 22:43;222565304;770915112;222565304;770915112
1638215040;2021-11-29 22:44;227637176;840792872;227637176;840792872
1638215100;2021-11-29 22:45;234344608;897611976;234344608;897611976
1638215160;2021-11-29 22:46;246464912;851661312;246464912;851661312
1638215220;2021-11-29 22:47;229317120;861176816;229317120;861176816
1638215280;2021-11-29 22:48;235135696;832905424;235135696;832905424
1638215340;2021-11-29 22:49;275022288;825027800;275022288;825027800
1638215400;2021-11-29 22:50;254174000;827557488;254174000;827557488
1638215460;2021-11-29 22:51;207150096;922171864;207150096;922171864
1638215520;2021-11-29 22:52;193187312;836256304;193187312;836256304
1638215580;2021-11-29 22:53;194154944;729527104;194154944;729527104
1638215640;2021-11-29 22:54;209071096;845667464;209071096;845667464
1638215700;2021-11-29 22:55;200913504;756867872;200913504;756867872
1638215760;2021-11-29 22:56;218671872;822423768;218671872;822423768
1638215820;2021-11-29 22:57;198326960;782352752;198326960;782352752
1638215880;2021-11-29 22:58;190115664;781807072;190115664;781807072
1638215940;2021-11-29 22:59;195712928;931084296;195712928;931084296
1638216000;2021-11-29 23:00;200997656;850112256;200997656;850112256
1638216060;2021-11-29 23:01;249808040;848634008;249808040;848634008
1638216120;2021-11-29 23:02;205836944;869156680;205836944;869156680
1638216180;2021-11-29 23:03;207512568;760423136;207512568;760423136
1638216240;2021-11-29 23:04;201997664;763353368;201997664;763353368
1638216300;2021-11-29 23:05;200164336;737987168;200164336;737987168
1638216360;2021-11-29 23:06;253488600;857751640;253488600;857751640
1638216420;2021-11-29 23:07;221385016;825106952;221385016;825106952
1638216480;2021-11-29 23:08;276716024;781166832;276716024;781166832
1638216540;2021-11-29 23:09;487066720;774880336;487066720;774880336
1638216600;2021-11-29 23:10;479933592;751869104;479933592;751869104
1638216660;2021-11-29 23:11;253193992;819141448;253193992;819141448
1638216720;2021-11-29 23:12;229555480;780404848;229555480;780404848
1638216780;2021-11-29 23:13;217306456;761168360;217306456;761168360
1638216840;2021-11-29 23:14;222154480;766344408;222154480;766344408
1638216900;2021-11-29 23:15;212361376;939114128;212361376;939114128
1638216960;2021-11-29 23:16;243086304;1103486720;243086304;1103486720
1638217020;2021-11-29 23:17;221780576;1056398216;221780576;1056398216
1638217080;2021-11-29 23:18;234592656;1095776480;234592656;1095776480
1638217140;2021-11-29 23:19;225572344;1063702096;225572344;1063702096
1638217200;2021-11-29 23:20;215350760;988056856;215350760;988056856
1638217260;2021-11-29 23:21;237350168;1141613824;237350168;1141613824
1638217320;2021-11-29 23:22;229565816;1044687160;229565816;1044687160
1638217380;2021-11-29 23:23;216556792;1050259920;216556792;1050259920
1638217440;2021-11-29 23:24;205929608;999138216;205929608;999138216
1638217500;2021-11-29 23:25;196547264;1112231464;196547264;1112231464
1638217560;2021-11-29 23:26;239620584;1014080256;239620584;1014080256
1638217620;2021-11-29 23:27;213643104;971405112;213643104;971405112
1638217680;2021-11-29 23:28;238238864;916508520;238238864;916508520
1638217740;2021-11-29 23:29;219791864;930195928;219791864;930195928
1638217800;2021-11-29 23:30;202911872;914343176;202911872;914343176
1638217860;2021-11-29 23:31;240842504;1021332072;240842504;1021332072
1638217920;2021-11-29 23:32;228506872;998052872;228506872;998052872
1638217980;2021-11-29 23:33;245486520;900153624;245486520;900153624
1638218040;2021-11-29 23:34;215151512;931171696;215151512;931171696
1638218100;2021-11-29 23:35;208333120;982326448;208333120;982326448
1638218160;2021-11-29 23:36;235128264;950191856;235128264;950191856
1638218220;2021-11-29 23:37;250153960;839278496;250153960;839278496
1638218280;2021-11-29 23:38;211484280;741071872;211484280;741071872
1638218340;2021-11-29 23:39;197235272;682241896;197235272;682241896
1638218400;2021-11-29 23:40;171731664;666041784;171731664;666041784
1638218460;2021-11-29 23:41;203867232;924168784;203867232;924168784
1638218520;2021-11-29 23:42;228122248;805266088;228122248;805266088
1638218580;2021-11-29 23:43;221702864;767083600;221702864;767083600
1638218640;2021-11-29 23:44;240199368;891255304;240199368;891255304
1638218700;2021-11-29 23:45;247477168;990373384;247477168;990373384
1638218760;2021-11-29 23:46;285746960;793694968;285746960;793694968
1638218820;2021-11-29 23:47;217129336;735477904;217129336;735477904
1638218880;2021-11-29 23:48;157676984;655527960;157676984;655527960
1638218940;2021-11-29 23:49;138606696;655442512;138606696;655442512
1638219000;2021-11-29 23:50;113488480;693429992;113488480;693429992
1638219060;2021-11-29 23:51;130939064;806038328;130939064;806038328
1638219120;2021-11-29 23:52;144269448;721642248;144269448;721642248
1638219180;2021-11-29 23:53;121194536;779768696;121194536;779768696
1638219240;2021-11-29 23:54;124694408;672922712;124694408;672922712
1638219300;2021-11-29 23:55;114365720;505910904;114365720;505910904
1638219360;2021-11-29 23:56;163232152;615893320;163232152;615893320
1638219420;2021-11-29 23:57;163255288;608874496;163255288;608874496
1638219480;2021-11-29 23:58;157114416;692210112;157114416;692210112
1638219540;2021-11-29 23:59;138014304;649082640;138014304;649082640
