Timestamp;DateTime;Pirog17-cr1_ae3.445(AS49869 Piter-IX MSK)_tx;Pirog17-cr1_ae3.445(AS49869 Piter-IX MSK)_rx;Aggregated_tx;Aggregated_rx
1638159060;2021-11-29 07:11;78192432;318247464;78192432;318247464
1638159120;2021-11-29 07:12;86428000;332063944;86428000;332063944
1638159180;2021-11-29 07:13;77056256;350936744;77056256;350936744
1638159240;2021-11-29 07:14;77638976;333356488;77638976;333356488
1638159300;2021-11-29 07:15;78761952;336428424;78761952;336428424
1638159360;2021-11-29 07:16;80662880;368403936;80662880;368403936
1638159420;2021-11-29 07:17;74016312;312975704;74016312;312975704
1638159480;2021-11-29 07:18;83626024;318473448;83626024;318473448
1638159540;2021-11-29 07:19;77962432;305898920;77962432;305898920
1638159600;2021-11-29 07:20;86969080;316966104;86969080;316966104
1638159660;2021-11-29 07:21;76116400;336778568;76116400;336778568
1638159720;2021-11-29 07:22;82265672;332797656;82265672;332797656
1638159780;2021-11-29 07:23;115365640;258580136;115365640;258580136
1638159840;2021-11-29 07:24;80642144;267695608;80642144;267695608
1638159900;2021-11-29 07:25;81385496;291270888;81385496;291270888
1638159960;2021-11-29 07:26;81040736;289432232;81040736;289432232
1638160020;2021-11-29 07:27;80793936;309356240;80793936;309356240
1638160080;2021-11-29 07:28;77511424;328618816;77511424;328618816
1638160140;2021-11-29 07:29;83366312;312281120;83366312;312281120
1638160200;2021-11-29 07:30;73323016;279597184;73323016;279597184
1638160260;2021-11-29 07:31;90700112;316551600;90700112;316551600
1638160320;2021-11-29 07:32;84111520;315794864;84111520;315794864
1638160380;2021-11-29 07:33;89568504;320251424;89568504;320251424
1638160440;2021-11-29 07:34;79701600;359232416;79701600;359232416
1638160500;2021-11-29 07:35;81367000;288500368;81367000;288500368
1638160560;2021-11-29 07:36;93188744;361074216;93188744;361074216
1638160620;2021-11-29 07:37;79611432;301499832;79611432;301499832
1638160680;2021-11-29 07:38;81136472;315578520;81136472;315578520
1638160740;2021-11-29 07:39;83629920;349356600;83629920;349356600
1638160800;2021-11-29 07:40;85988016;325259232;85988016;325259232
1638160860;2021-11-29 07:41;92222856;337229144;92222856;337229144
1638160920;2021-11-29 07:42;85389784;319192208;85389784;319192208
1638160980;2021-11-29 07:43;88316008;343926248;88316008;343926248
1638161040;2021-11-29 07:44;87880776;354911392;87880776;354911392
1638161100;2021-11-29 07:45;79226816;319134616;79226816;319134616
1638161160;2021-11-29 07:46;101524344;361637192;101524344;361637192
1638161220;2021-11-29 07:47;90420536;342563952;90420536;342563952
1638161280;2021-11-29 07:48;94616600;367219408;94616600;367219408
1638161340;2021-11-29 07:49;95147776;389476456;95147776;389476456
1638161400;2021-11-29 07:50;81408576;391538856;81408576;391538856
1638161460;2021-11-29 07:51;95147536;538572656;95147536;538572656
1638161520;2021-11-29 07:52;88456224;586801584;88456224;586801584
1638161580;2021-11-29 07:53;95560848;594327248;95560848;594327248
1638161640;2021-11-29 07:54;92124600;446070440;92124600;446070440
1638161700;2021-11-29 07:55;84877648;397826680;84877648;397826680
1638161760;2021-11-29 07:56;120567704;487054072;120567704;487054072
1638161820;2021-11-29 07:57;163015072;416463880;163015072;416463880
1638161880;2021-11-29 07:58;145835160;655436840;145835160;655436840
1638161940;2021-11-29 07:59;100228472;472610936;100228472;472610936
1638162000;2021-11-29 08:00;100345432;414318440;100345432;414318440
1638162060;2021-11-29 08:01;101057424;466480552;101057424;466480552
1638162120;2021-11-29 08:02;106351920;392578136;106351920;392578136
1638162180;2021-11-29 08:03;90000312;412421432;90000312;412421432
1638162240;2021-11-29 08:04;89036104;514725752;89036104;514725752
1638162300;2021-11-29 08:05;100908504;427067008;100908504;427067008
1638162360;2021-11-29 08:06;96467288;467962368;96467288;467962368
1638162420;2021-11-29 08:07;108025960;425029288;108025960;425029288
1638162480;2021-11-29 08:08;96051432;389304552;96051432;389304552
1638162540;2021-11-29 08:09;98064216;470733120;98064216;470733120
1638162600;2021-11-29 08:10;100157640;398368088;100157640;398368088
1638162660;2021-11-29 08:11;100426960;418836656;100426960;418836656
1638162720;2021-11-29 08:12;105868128;411803944;105868128;411803944
1638162780;2021-11-29 08:13;112224040;412154160;112224040;412154160
1638162840;2021-11-29 08:14;122083136;429377072;122083136;429377072
1638162900;2021-11-29 08:15;107009928;435283880;107009928;435283880
1638162960;2021-11-29 08:16;120382832;468344184;120382832;468344184
1638163020;2021-11-29 08:17;112002224;436129464;112002224;436129464
1638163080;2021-11-29 08:18;125594264;473531168;125594264;473531168
1638163140;2021-11-29 08:19;139196232;463981152;139196232;463981152
1638163200;2021-11-29 08:20;121125960;470258328;121125960;470258328
1638163260;2021-11-29 08:21;163757896;456714576;163757896;456714576
1638163320;2021-11-29 08:22;168619792;419289296;168619792;419289296
1638163380;2021-11-29 08:23;147814608;444827672;147814608;444827672
1638163440;2021-11-29 08:24;141569768;418096312;141569768;418096312
1638163500;2021-11-29 08:25;141508408;425654368;141508408;425654368
1638163560;2021-11-29 08:26;138495448;416614640;138495448;416614640
1638163620;2021-11-29 08:27;121548136;375337632;121548136;375337632
1638163680;2021-11-29 08:28;157712184;445584032;157712184;445584032
1638163740;2021-11-29 08:29;155276536;428004600;155276536;428004600
1638163800;2021-11-29 08:30;156814192;418153616;156814192;418153616
1638163860;2021-11-29 08:31;168032704;423794248;168032704;423794248
1638163920;2021-11-29 08:32;143757936;423131176;143757936;423131176
1638163980;2021-11-29 08:33;124010104;445549928;124010104;445549928
1638164040;2021-11-29 08:34;169713088;446699256;169713088;446699256
1638164100;2021-11-29 08:35;151666096;454355424;151666096;454355424
1638164160;2021-11-29 08:36;153957040;555524776;153957040;555524776
1638164220;2021-11-29 08:37;142423792;529307448;142423792;529307448
1638164280;2021-11-29 08:38;136562688;489343216;136562688;489343216
1638164340;2021-11-29 08:39;148495696;479440992;148495696;479440992
1638164400;2021-11-29 08:40;127965056;472862960;127965056;472862960
1638164460;2021-11-29 08:41;103958616;488266320;103958616;488266320
1638164520;2021-11-29 08:42;107413680;467034360;107413680;467034360
1638164580;2021-11-29 08:43;150291256;470694512;150291256;470694512
1638164640;2021-11-29 08:44;155426280;530042336;155426280;530042336
1638164700;2021-11-29 08:45;150517992;467676224;150517992;467676224
1638164760;2021-11-29 08:46;133406560;541045832;133406560;541045832
1638164820;2021-11-29 08:47;129879312;481775752;129879312;481775752
1638164880;2021-11-29 08:48;128074080;509484480;128074080;509484480
1638164940;2021-11-29 08:49;144283704;511637000;144283704;511637000
1638165000;2021-11-29 08:50;111709856;412158352;111709856;412158352
1638165060;2021-11-29 08:51;133630656;488537968;133630656;488537968
1638165120;2021-11-29 08:52;129773288;529941040;129773288;529941040
1638165180;2021-11-29 08:53;123257824;549780784;123257824;549780784
1638165240;2021-11-29 08:54;118986752;542364024;118986752;542364024
1638165300;2021-11-29 08:55;113640632;460218392;113640632;460218392
1638165360;2021-11-29 08:56;129190976;562269176;129190976;562269176
1638165420;2021-11-29 08:57;128146552;471795712;128146552;471795712
1638165480;2021-11-29 08:58;116182784;525423408;116182784;525423408
1638165540;2021-11-29 08:59;122882008;515478808;122882008;515478808
1638165600;2021-11-29 09:00;122044664;526091576;122044664;526091576
1638165660;2021-11-29 09:01;135194760;611673264;135194760;611673264
1638165720;2021-11-29 09:02;132354064;547375424;132354064;547375424
1638165780;2021-11-29 09:03;121825328;589060424;121825328;589060424
1638165840;2021-11-29 09:04;125063144;580685408;125063144;580685408
1638165900;2021-11-29 09:05;123943728;546002992;123943728;546002992
1638165960;2021-11-29 09:06;126599488;632071584;126599488;632071584
1638166020;2021-11-29 09:07;125874024;679394016;125874024;679394016
1638166080;2021-11-29 09:08;140814912;733262960;140814912;733262960
1638166140;2021-11-29 09:09;134655416;732695224;134655416;732695224
1638166200;2021-11-29 09:10;126836600;756794648;126836600;756794648
1638166260;2021-11-29 09:11;127488696;680126888;127488696;680126888
1638166320;2021-11-29 09:12;122508896;719944672;122508896;719944672
1638166380;2021-11-29 09:13;113082408;603549608;113082408;603549608
1638166440;2021-11-29 09:14;139884400;666572576;139884400;666572576
1638166500;2021-11-29 09:15;172874872;687698040;172874872;687698040
1638166560;2021-11-29 09:16;192304464;735661344;192304464;735661344
1638166620;2021-11-29 09:17;163954224;747118056;163954224;747118056
1638166680;2021-11-29 09:18;141209856;690884592;141209856;690884592
1638166740;2021-11-29 09:19;124932520;650223840;124932520;650223840
1638166800;2021-11-29 09:20;122135952;695898576;122135952;695898576
1638166860;2021-11-29 09:21;149303632;786184944;149303632;786184944
1638166920;2021-11-29 09:22;147060584;762061152;147060584;762061152
1638166980;2021-11-29 09:23;138895096;673484840;138895096;673484840
1638167040;2021-11-29 09:24;127569816;702948232;127569816;702948232
1638167100;2021-11-29 09:25;116210656;635389608;116210656;635389608
1638167160;2021-11-29 09:26;139281872;665397176;139281872;665397176
1638167220;2021-11-29 09:27;147674224;665822456;147674224;665822456
1638167280;2021-11-29 09:28;129611176;650921640;129611176;650921640
1638167340;2021-11-29 09:29;126695736;642184328;126695736;642184328
1638167400;2021-11-29 09:30;121096520;645872712;121096520;645872712
1638167460;2021-11-29 09:31;148417776;768166344;148417776;768166344
1638167520;2021-11-29 09:32;143935520;763699624;143935520;763699624
1638167580;2021-11-29 09:33;137442888;696258008;137442888;696258008
1638167640;2021-11-29 09:34;158066904;752083928;158066904;752083928
1638167700;2021-11-29 09:35;118814792;691828424;118814792;691828424
1638167760;2021-11-29 09:36;140378864;848602424;140378864;848602424
1638167820;2021-11-29 09:37;135388656;812530200;135388656;812530200
1638167880;2021-11-29 09:38;141885224;805623368;141885224;805623368
1638167940;2021-11-29 09:39;164605416;789965024;164605416;789965024
1638168000;2021-11-29 09:40;165704880;721210608;165704880;721210608
1638168060;2021-11-29 09:41;201397648;781569952;201397648;781569952
1638168120;2021-11-29 09:42;179880104;783385592;179880104;783385592
1638168180;2021-11-29 09:43;162801408;765223080;162801408;765223080
1638168240;2021-11-29 09:44;174137888;824325088;174137888;824325088
1638168300;2021-11-29 09:45;148165728;712600000;148165728;712600000
1638168360;2021-11-29 09:46;189726144;815953360;189726144;815953360
1638168420;2021-11-29 09:47;184356096;733924480;184356096;733924480
1638168480;2021-11-29 09:48;178831680;737938472;178831680;737938472
1638168540;2021-11-29 09:49;175196784;744601096;175196784;744601096
1638168600;2021-11-29 09:50;144403936;724784120;144403936;724784120
1638168660;2021-11-29 09:51;174617496;840537536;174617496;840537536
1638168720;2021-11-29 09:52;151983528;852821128;151983528;852821128
1638168780;2021-11-29 09:53;147986744;717227976;147986744;717227976
1638168840;2021-11-29 09:54;145457800;764734208;145457800;764734208
1638168900;2021-11-29 09:55;154793264;727916024;154793264;727916024
1638168960;2021-11-29 09:56;194494472;863268752;194494472;863268752
1638169020;2021-11-29 09:57;165771128;865288736;165771128;865288736
1638169080;2021-11-29 09:58;154243696;774463416;154243696;774463416
1638169140;2021-11-29 09:59;156453248;804790320;156453248;804790320
1638169200;2021-11-29 10:00;139602248;763240520;139602248;763240520
1638169260;2021-11-29 10:01;154318624;863905936;154318624;863905936
1638169320;2021-11-29 10:02;155032448;854680144;155032448;854680144
1638169380;2021-11-29 10:03;175234368;972247408;175234368;972247408
1638169440;2021-11-29 10:04;183271736;900376760;183271736;900376760
1638169500;2021-11-29 10:05;241702696;775434632;241702696;775434632
1638169560;2021-11-29 10:06;235386416;878877560;235386416;878877560
1638169620;2021-11-29 10:07;212869704;847343312;212869704;847343312
1638169680;2021-11-29 10:08;179029048;798731904;179029048;798731904
1638169740;2021-11-29 10:09;254404472;871265352;254404472;871265352
1638169800;2021-11-29 10:10;263799344;855615344;263799344;855615344
1638169860;2021-11-29 10:11;212357272;870941352;212357272;870941352
1638169920;2021-11-29 10:12;166322344;899365632;166322344;899365632
1638169980;2021-11-29 10:13;160723680;785710112;160723680;785710112
1638170040;2021-11-29 10:14;176891424;809884880;176891424;809884880
1638170100;2021-11-29 10:15;185716384;837994128;185716384;837994128
1638170160;2021-11-29 10:16;177322256;902740448;177322256;902740448
1638170220;2021-11-29 10:17;171941664;889483536;171941664;889483536
1638170280;2021-11-29 10:18;180974720;993489656;180974720;993489656
1638170340;2021-11-29 10:19;172187264;952332064;172187264;952332064
1638170400;2021-11-29 10:20;170914360;812200608;170914360;812200608
1638170460;2021-11-29 10:21;181795728;966161216;181795728;966161216
1638170520;2021-11-29 10:22;172083544;1011930264;172083544;1011930264
1638170580;2021-11-29 10:23;173366712;970515576;173366712;970515576
1638170640;2021-11-29 10:24;170031048;981389016;170031048;981389016
1638170700;2021-11-29 10:25;145677408;833300936;145677408;833300936
1638170760;2021-11-29 10:26;160650800;1041499080;160650800;1041499080
1638170820;2021-11-29 10:27;149898328;980516328;149898328;980516328
1638170880;2021-11-29 10:28;181771624;954204840;181771624;954204840
1638170940;2021-11-29 10:29;175120688;980730648;175120688;980730648
1638171000;2021-11-29 10:30;154223696;975855248;154223696;975855248
1638171060;2021-11-29 10:31;182764200;1077376592;182764200;1077376592
1638171120;2021-11-29 10:32;154985840;1064571320;154985840;1064571320
1638171180;2021-11-29 10:33;156923088;1027014592;156923088;1027014592
1638171240;2021-11-29 10:34;159555592;1013174576;159555592;1013174576
1638171300;2021-11-29 10:35;151956496;958932264;151956496;958932264
1638171360;2021-11-29 10:36;165132960;1034408488;165132960;1034408488
1638171420;2021-11-29 10:37;155069816;951685888;155069816;951685888
1638171480;2021-11-29 10:38;163782472;1008640488;163782472;1008640488
1638171540;2021-11-29 10:39;159438608;1064113216;159438608;1064113216
1638171600;2021-11-29 10:40;139830568;850518112;139830568;850518112
1638171660;2021-11-29 10:41;166048952;1002391488;166048952;1002391488
1638171720;2021-11-29 10:42;181980744;925818536;181980744;925818536
1638171780;2021-11-29 10:43;158324616;964575432;158324616;964575432
1638171840;2021-11-29 10:44;167471832;1003667128;167471832;1003667128
1638171900;2021-11-29 10:45;198834944;953149304;198834944;953149304
1638171960;2021-11-29 10:46;180868744;1056689328;180868744;1056689328
1638172020;2021-11-29 10:47;169962000;933738672;169962000;933738672
1638172080;2021-11-29 10:48;175979744;948948072;175979744;948948072
1638172140;2021-11-29 10:49;179406728;1067784280;179406728;1067784280
1638172200;2021-11-29 10:50;185668032;995747376;185668032;995747376
1638172260;2021-11-29 10:51;192860504;1105761936;192860504;1105761936
1638172320;2021-11-29 10:52;194632400;1074059168;194632400;1074059168
1638172380;2021-11-29 10:53;169688192;1024872016;169688192;1024872016
1638172440;2021-11-29 10:54;169686192;976671176;169686192;976671176
1638172500;2021-11-29 10:55;164742576;916959056;164742576;916959056
1638172560;2021-11-29 10:56;171251056;1048824952;171251056;1048824952
1638172620;2021-11-29 10:57;188960120;1026612888;188960120;1026612888
1638172680;2021-11-29 10:58;203164400;1014016168;203164400;1014016168
1638172740;2021-11-29 10:59;196701992;992516080;196701992;992516080
1638172800;2021-11-29 11:00;207942488;1029522072;207942488;1029522072
1638172860;2021-11-29 11:01;199037872;1153021808;199037872;1153021808
1638172920;2021-11-29 11:02;185586864;1136106384;185586864;1136106384
1638172980;2021-11-29 11:03;187280528;1081354064;187280528;1081354064
1638173040;2021-11-29 11:04;187072776;1010861096;187072776;1010861096
1638173100;2021-11-29 11:05;168306464;1105512360;168306464;1105512360
1638173160;2021-11-29 11:06;183688168;1084004200;183688168;1084004200
1638173220;2021-11-29 11:07;182817120;1036809912;182817120;1036809912
1638173280;2021-11-29 11:08;180722384;1025928360;180722384;1025928360
1638173340;2021-11-29 11:09;169866736;976313832;169866736;976313832
1638173400;2021-11-29 11:10;167037184;1031617936;167037184;1031617936
1638173460;2021-11-29 11:11;230802016;1245847904;230802016;1245847904
1638173520;2021-11-29 11:12;195007144;1113401632;195007144;1113401632
1638173580;2021-11-29 11:13;200650400;1137148152;200650400;1137148152
1638173640;2021-11-29 11:14;193955416;995856976;193955416;995856976
1638173700;2021-11-29 11:15;183412584;954669712;183412584;954669712
1638173760;2021-11-29 11:16;214681648;1008962824;214681648;1008962824
1638173820;2021-11-29 11:17;189972072;1010043168;189972072;1010043168
1638173880;2021-11-29 11:18;177608520;1018223656;177608520;1018223656
1638173940;2021-11-29 11:19;183950576;943993224;183950576;943993224
1638174000;2021-11-29 11:20;174363416;961974440;174363416;961974440
1638174060;2021-11-29 11:21;205918320;956733704;205918320;956733704
1638174120;2021-11-29 11:22;184165248;937796760;184165248;937796760
1638174180;2021-11-29 11:23;186852208;949492608;186852208;949492608
1638174240;2021-11-29 11:24;175506264;961682552;175506264;961682552
1638174300;2021-11-29 11:25;185616952;1018019240;185616952;1018019240
1638174360;2021-11-29 11:26;180003736;1006154088;180003736;1006154088
1638174420;2021-11-29 11:27;182458512;992358728;182458512;992358728
1638174480;2021-11-29 11:28;195462088;1042367912;195462088;1042367912
1638174540;2021-11-29 11:29;194246384;1009527520;194246384;1009527520
1638174600;2021-11-29 11:30;175501752;923921912;175501752;923921912
1638174660;2021-11-29 11:31;210235160;1111949448;210235160;1111949448
1638174720;2021-11-29 11:32;198489248;996195888;198489248;996195888
1638174780;2021-11-29 11:33;187965320;1013925912;187965320;1013925912
1638174840;2021-11-29 11:34;194812440;1012678504;194812440;1012678504
1638174900;2021-11-29 11:35;180244248;1042157200;180244248;1042157200
1638174960;2021-11-29 11:36;201955112;1170692000;201955112;1170692000
1638175020;2021-11-29 11:37;188358592;1032692768;188358592;1032692768
1638175080;2021-11-29 11:38;202209200;1042494544;202209200;1042494544
1638175140;2021-11-29 11:39;205673544;943510296;205673544;943510296
1638175200;2021-11-29 11:40;194629872;1005308592;194629872;1005308592
1638175260;2021-11-29 11:41;221790112;1082526800;221790112;1082526800
1638175320;2021-11-29 11:42;211471248;1034691576;211471248;1034691576
1638175380;2021-11-29 11:43;191732432;1035422056;191732432;1035422056
1638175440;2021-11-29 11:44;201644648;1041266648;201644648;1041266648
1638175500;2021-11-29 11:45;197852952;964737632;197852952;964737632
1638175560;2021-11-29 11:46;239553832;1125067400;239553832;1125067400
1638175620;2021-11-29 11:47;211965528;1034924816;211965528;1034924816
1638175680;2021-11-29 11:48;203294240;962936048;203294240;962936048
1638175740;2021-11-29 11:49;221247736;1056125264;221247736;1056125264
1638175800;2021-11-29 11:50;202269984;945223976;202269984;945223976
1638175860;2021-11-29 11:51;236254784;1100345776;236254784;1100345776
1638175920;2021-11-29 11:52;201269128;1064036776;201269128;1064036776
1638175980;2021-11-29 11:53;224763592;1057002080;224763592;1057002080
1638176040;2021-11-29 11:54;211695656;1095943248;211695656;1095943248
1638176100;2021-11-29 11:55;199021536;1030510312;199021536;1030510312
1638176160;2021-11-29 11:56;214244728;1189351800;214244728;1189351800
1638176220;2021-11-29 11:57;199898232;1047830720;199898232;1047830720
1638176280;2021-11-29 11:58;204534528;1122285952;204534528;1122285952
1638176340;2021-11-29 11:59;206986168;1119610320;206986168;1119610320
1638176400;2021-11-29 12:00;195330912;1168768272;195330912;1168768272
1638176460;2021-11-29 12:01;237872160;1181154552;237872160;1181154552
1638176520;2021-11-29 12:02;213850344;1187166656;213850344;1187166656
1638176580;2021-11-29 12:03;186764960;1036022032;186764960;1036022032
1638176640;2021-11-29 12:04;221346512;1043129040;221346512;1043129040
1638176700;2021-11-29 12:05;221509976;1083119032;221509976;1083119032
1638176760;2021-11-29 12:06;207016712;1197162504;207016712;1197162504
1638176820;2021-11-29 12:07;248921320;1144858880;248921320;1144858880
1638176880;2021-11-29 12:08;233034616;1130571728;233034616;1130571728
1638176940;2021-11-29 12:09;232540064;1171220040;232540064;1171220040
1638177000;2021-11-29 12:10;227095904;1124595880;227095904;1124595880
1638177060;2021-11-29 12:11;222378928;1154304784;222378928;1154304784
1638177120;2021-11-29 12:12;221265840;1180254648;221265840;1180254648
1638177180;2021-11-29 12:13;211572896;1094622904;211572896;1094622904
1638177240;2021-11-29 12:14;199276064;1053521056;199276064;1053521056
1638177300;2021-11-29 12:15;187921584;1051167320;187921584;1051167320
1638177360;2021-11-29 12:16;213196968;1157996024;213196968;1157996024
1638177420;2021-11-29 12:17;218798456;1058976640;218798456;1058976640
1638177480;2021-11-29 12:18;220601384;1118247240;220601384;1118247240
1638177540;2021-11-29 12:19;201114896;1127436544;201114896;1127436544
1638177600;2021-11-29 12:20;210060808;1033139384;210060808;1033139384
1638177660;2021-11-29 12:21;187639680;1015812168;187639680;1015812168
1638177720;2021-11-29 12:22;195425280;1081266672;195425280;1081266672
1638177780;2021-11-29 12:23;229393816;1096819584;229393816;1096819584
1638177840;2021-11-29 12:24;209792400;1065620128;209792400;1065620128
1638177900;2021-11-29 12:25;204426064;1090790152;204426064;1090790152
1638177960;2021-11-29 12:26;205217168;1143762104;205217168;1143762104
1638178020;2021-11-29 12:27;193571024;1018056248;193571024;1018056248
1638178080;2021-11-29 12:28;192670512;1002402216;192670512;1002402216
1638178140;2021-11-29 12:29;196993872;1024353392;196993872;1024353392
1638178200;2021-11-29 12:30;191412536;1022312616;191412536;1022312616
1638178260;2021-11-29 12:31;216627904;1109771272;216627904;1109771272
1638178320;2021-11-29 12:32;230357472;997179072;230357472;997179072
1638178380;2021-11-29 12:33;241660504;1123170080;241660504;1123170080
1638178440;2021-11-29 12:34;226454256;975082688;226454256;975082688
1638178500;2021-11-29 12:35;177542032;939972344;177542032;939972344
1638178560;2021-11-29 12:36;209608080;1088556376;209608080;1088556376
1638178620;2021-11-29 12:37;202426000;1058301600;202426000;1058301600
1638178680;2021-11-29 12:38;203412816;1144499312;203412816;1144499312
1638178740;2021-11-29 12:39;209897952;1022798408;209897952;1022798408
1638178800;2021-11-29 12:40;201748192;1104483640;201748192;1104483640
1638178860;2021-11-29 12:41;264056072;1050025432;264056072;1050025432
1638178920;2021-11-29 12:42;228852064;994473024;228852064;994473024
1638178980;2021-11-29 12:43;208707336;1028959896;208707336;1028959896
1638179040;2021-11-29 12:44;196745416;1096706200;196745416;1096706200
1638179100;2021-11-29 12:45;167264400;1028830880;167264400;1028830880
1638179160;2021-11-29 12:46;198329368;1172263392;198329368;1172263392
1638179220;2021-11-29 12:47;190834512;1196113928;190834512;1196113928
1638179280;2021-11-29 12:48;242066640;1282090240;242066640;1282090240
1638179340;2021-11-29 12:49;207092256;1083746008;207092256;1083746008
1638179400;2021-11-29 12:50;199677072;1001548712;199677072;1001548712
1638179460;2021-11-29 12:51;302502088;1168149776;302502088;1168149776
1638179520;2021-11-29 12:52;256306880;1173912736;256306880;1173912736
1638179580;2021-11-29 12:53;198847024;1116145072;198847024;1116145072
1638179640;2021-11-29 12:54;277658368;1165930704;277658368;1165930704
1638179700;2021-11-29 12:55;235064480;985085736;235064480;985085736
1638179760;2021-11-29 12:56;206772768;1014215328;206772768;1014215328
1638179820;2021-11-29 12:57;198228040;1071572120;198228040;1071572120
1638179880;2021-11-29 12:58;175270240;953435120;175270240;953435120
1638179940;2021-11-29 12:59;185017264;1052225152;185017264;1052225152
1638180000;2021-11-29 13:00;168962656;1032256136;168962656;1032256136
1638180060;2021-11-29 13:01;219533496;977469320;219533496;977469320
1638180120;2021-11-29 13:02;207804896;1050227280;207804896;1050227280
1638180180;2021-11-29 13:03;215566960;1122558040;215566960;1122558040
1638180240;2021-11-29 13:04;213720992;1009580080;213720992;1009580080
1638180300;2021-11-29 13:05;241320312;1034125568;241320312;1034125568
1638180360;2021-11-29 13:06;262599648;1013130416;262599648;1013130416
1638180420;2021-11-29 13:07;175237376;985851472;175237376;985851472
1638180480;2021-11-29 13:08;199158824;991051728;199158824;991051728
1638180540;2021-11-29 13:09;185131752;1063564488;185131752;1063564488
1638180600;2021-11-29 13:10;174658088;1050285008;174658088;1050285008
1638180660;2021-11-29 13:11;191246136;1121253136;191246136;1121253136
1638180720;2021-11-29 13:12;169374648;988247200;169374648;988247200
1638180780;2021-11-29 13:13;172257392;989139080;172257392;989139080
1638180840;2021-11-29 13:14;170582936;908492232;170582936;908492232
1638180900;2021-11-29 13:15;197524920;1056781112;197524920;1056781112
1638180960;2021-11-29 13:16;198296840;994909968;198296840;994909968
1638181020;2021-11-29 13:17;203655520;992827064;203655520;992827064
1638181080;2021-11-29 13:18;217274768;987860848;217274768;987860848
1638181140;2021-11-29 13:19;226260912;1020458416;226260912;1020458416
1638181200;2021-11-29 13:20;208201248;983331448;208201248;983331448
1638181260;2021-11-29 13:21;214510120;1027682592;214510120;1027682592
1638181320;2021-11-29 13:22;206379360;1028421768;206379360;1028421768
1638181380;2021-11-29 13:23;210388856;987761648;210388856;987761648
1638181440;2021-11-29 13:24;220934776;1051875352;220934776;1051875352
1638181500;2021-11-29 13:25;202119968;942869072;202119968;942869072
1638181560;2021-11-29 13:26;208146272;1068501776;208146272;1068501776
1638181620;2021-11-29 13:27;191275336;1052510136;191275336;1052510136
1638181680;2021-11-29 13:28;205916536;1130098832;205916536;1130098832
1638181740;2021-11-29 13:29;221401392;1085140408;221401392;1085140408
1638181800;2021-11-29 13:30;218983232;1079589432;218983232;1079589432
1638181860;2021-11-29 13:31;254829192;1133483424;254829192;1133483424
1638181920;2021-11-29 13:32;216716320;1055919464;216716320;1055919464
1638181980;2021-11-29 13:33;189276528;1110848768;189276528;1110848768
1638182040;2021-11-29 13:34;169657208;1049207672;169657208;1049207672
1638182100;2021-11-29 13:35;206343752;1109795376;206343752;1109795376
1638182160;2021-11-29 13:36;229333416;1084193288;229333416;1084193288
1638182220;2021-11-29 13:37;202109616;1010884216;202109616;1010884216
1638182280;2021-11-29 13:38;214859872;1090809776;214859872;1090809776
1638182340;2021-11-29 13:39;215452800;1032685536;215452800;1032685536
1638182400;2021-11-29 13:40;185129944;1046075384;185129944;1046075384
1638182460;2021-11-29 13:41;202640320;1128206696;202640320;1128206696
1638182520;2021-11-29 13:42;191766072;1068452200;191766072;1068452200
1638182580;2021-11-29 13:43;183486056;1035924176;183486056;1035924176
1638182640;2021-11-29 13:44;178074432;1070204456;178074432;1070204456
1638182700;2021-11-29 13:45;173872616;1009104168;173872616;1009104168
1638182760;2021-11-29 13:46;195188824;1145571360;195188824;1145571360
1638182820;2021-11-29 13:47;206827720;1150625840;206827720;1150625840
1638182880;2021-11-29 13:48;198279784;1183896448;198279784;1183896448
1638182940;2021-11-29 13:49;187613584;1174370552;187613584;1174370552
1638183000;2021-11-29 13:50;185019152;1138056920;185019152;1138056920
1638183060;2021-11-29 13:51;206267880;1239913080;206267880;1239913080
1638183120;2021-11-29 13:52;193600256;1188069752;193600256;1188069752
1638183180;2021-11-29 13:53;180644888;1190061240;180644888;1190061240
1638183240;2021-11-29 13:54;186780440;1155958192;186780440;1155958192
1638183300;2021-11-29 13:55;178223024;1110118736;178223024;1110118736
1638183360;2021-11-29 13:56;198740904;1155899128;198740904;1155899128
1638183420;2021-11-29 13:57;224242528;1153043792;224242528;1153043792
1638183480;2021-11-29 13:58;205615528;1201294736;205615528;1201294736
1638183540;2021-11-29 13:59;180808032;1124595488;180808032;1124595488
1638183600;2021-11-29 14:00;180718256;1140185384;180718256;1140185384
1638183660;2021-11-29 14:01;179120048;1243540120;179120048;1243540120
1638183720;2021-11-29 14:02;188207328;1194610360;188207328;1194610360
1638183780;2021-11-29 14:03;182583544;1125818104;182583544;1125818104
1638183840;2021-11-29 14:04;171583320;1163679600;171583320;1163679600
1638183900;2021-11-29 14:05;156003232;1003263016;156003232;1003263016
1638183960;2021-11-29 14:06;178173192;1157869008;178173192;1157869008
1638184020;2021-11-29 14:07;157411416;1099783912;157411416;1099783912
1638184080;2021-11-29 14:08;179592664;1028587576;179592664;1028587576
1638184140;2021-11-29 14:09;188205768;1038340872;188205768;1038340872
1638184200;2021-11-29 14:10;191532016;985352816;191532016;985352816
1638184260;2021-11-29 14:11;209846280;1229498208;209846280;1229498208
1638184320;2021-11-29 14:12;190329176;1207498808;190329176;1207498808
1638184380;2021-11-29 14:13;183373808;1066420216;183373808;1066420216
